epoch,train_loss,train_acc,val_loss,val_acc,val_wauc
1,0.348213320573171,0.4795833333333333,0.34742326577504473,0.7166666666666667,0.1932246913580247
2,0.34852376222610476,0.4691666666666667,0.3460754962762197,0.2733333333333333,0.20365432098765432
3,0.3474111811319987,0.46791666666666665,0.3474263191223145,0.41,0.17929876543209877
4,0.3486244416236877,0.41083333333333333,0.3467774279912313,0.4533333333333333,0.19634567901234568
5,0.34795561313629153,0.5170833333333333,0.3469677092631658,0.4866666666666667,0.1902814814814815
