epoch,train_loss,train_acc,val_loss,val_acc,val_wauc
1,0.3489189088344574,0.4716666666666667,0.34741848826408384,0.7066666666666667,0.19055802469135805
2,0.3484069796403249,0.45208333333333334,0.3468180497487386,0.6833333333333333,0.19877530864197532
3,0.34867047508557636,0.48291666666666666,0.3469812015692393,0.2833333333333333,0.1844740740740741
4,0.34749767899513245,0.5204166666666666,0.3466755227247874,0.3566666666666667,0.19231604938271604
5,0.34814465483029683,0.57,0.3477299213409424,0.26,0.17441975308641977
